"";"mun";"year";"age_group";"pop";"FXET"
"504";"110060";2019;"From 50 to 54 years";370;"11"
"505";"110060";2019;"From 55 to 59 years";288;"12"
"506";"110060";2019;"From 60 to 64 years";238;"13"
"507";"110060";2019;"From 65 to 69 years";214;"14"
"508";"110060";2019;"From 70 to 74 years";134;"15"
"509";"110060";2019;"From 75 to 79 years";101;"16"
"510";"110060";2019;"From 80 years or more";83;"17"
"511";"110070";2019;"From 0 to 4 years";1339;"01"
"512";"110070";2019;"From 10 to 14 years";1134;"03"
"513";"110070";2019;"From 15 to 19 years";1233;"04"
"514";"110070";2019;"From 20 to 24 years";1223;"05"
"515";"110070";2019;"From 25 to 29 years";1156;"06"
"516";"110070";2019;"From 30 to 34 years";1068;"07"
"517";"110070";2019;"From 35 to 39 years";1162;"08"
"518";"110070";2019;"From 40 to 44 years";1059;"09"
"519";"110070";2019;"From 45 to 49 years";955;"10"
"520";"110070";2019;"From 5 to 9 years";1198;"02"
"521";"110070";2019;"From 50 to 54 years";801;"11"
"522";"110070";2019;"From 55 to 59 years";593;"12"
"523";"110070";2019;"From 60 to 64 years";482;"13"
"524";"110070";2019;"From 65 to 69 years";320;"14"
"525";"110070";2019;"From 70 to 74 years";206;"15"
"526";"110070";2019;"From 75 to 79 years";114;"16"
"527";"110070";2019;"From 80 years or more";96;"17"
"528";"110080";2019;"From 0 to 4 years";2657;"01"
"529";"110080";2019;"From 10 to 14 years";2214;"03"
"530";"110080";2019;"From 15 to 19 years";2395;"04"
"531";"110080";2019;"From 20 to 24 years";2434;"05"
"532";"110080";2019;"From 25 to 29 years";2250;"06"
"533";"110080";2019;"From 30 to 34 years";2132;"07"
"534";"110080";2019;"From 35 to 39 years";2166;"08"
"535";"110080";2019;"From 40 to 44 years";1911;"09"
"536";"110080";2019;"From 45 to 49 years";1557;"10"
"537";"110080";2019;"From 5 to 9 years";2332;"02"
"538";"110080";2019;"From 50 to 54 years";1335;"11"
"539";"110080";2019;"From 55 to 59 years";1079;"12"
"540";"110080";2019;"From 60 to 64 years";812;"13"
"541";"110080";2019;"From 65 to 69 years";590;"14"
"542";"110080";2019;"From 70 to 74 years";415;"15"
"543";"110080";2019;"From 75 to 79 years";212;"16"
"544";"110080";2019;"From 80 years or more";202;"17"
"545";"110090";2019;"From 0 to 4 years";204;"01"
"546";"110090";2019;"From 10 to 14 years";189;"03"
"547";"110090";2019;"From 15 to 19 years";219;"04"
"548";"110090";2019;"From 20 to 24 years";254;"05"
"549";"110090";2019;"From 25 to 29 years";252;"06"
"550";"110090";2019;"From 30 to 34 years";216;"07"
"551";"110090";2019;"From 35 to 39 years";227;"08"
"552";"110090";2019;"From 40 to 44 years";235;"09"
"553";"110090";2019;"From 45 to 49 years";241;"10"
"554";"110090";2019;"From 5 to 9 years";193;"02"
"555";"110090";2019;"From 50 to 54 years";215;"11"
"556";"110090";2019;"From 55 to 59 years";197;"12"
"557";"110090";2019;"From 60 to 64 years";133;"13"
"558";"110090";2019;"From 65 to 69 years";105;"14"
"559";"110090";2019;"From 70 to 74 years";81;"15"
"560";"110090";2019;"From 75 to 79 years";50;"16"
"561";"110090";2019;"From 80 years or more";41;"17"
"562";"110092";2019;"From 0 to 4 years";1065;"01"
"563";"110092";2019;"From 10 to 14 years";946;"03"
"564";"110092";2019;"From 15 to 19 years";1023;"04"
"565";"110092";2019;"From 20 to 24 years";1099;"05"
"566";"110092";2019;"From 25 to 29 years";1015;"06"
"567";"110092";2019;"From 30 to 34 years";885;"07"
"568";"110092";2019;"From 35 to 39 years";938;"08"
"569";"110092";2019;"From 40 to 44 years";849;"09"
"570";"110092";2019;"From 45 to 49 years";683;"10"
"571";"110092";2019;"From 5 to 9 years";974;"02"
"572";"110092";2019;"From 50 to 54 years";565;"11"
"573";"110092";2019;"From 55 to 59 years";429;"12"
"574";"110092";2019;"From 60 to 64 years";265;"13"
"575";"110092";2019;"From 65 to 69 years";191;"14"
"576";"110092";2019;"From 70 to 74 years";126;"15"
"577";"110092";2019;"From 75 to 79 years";75;"16"
"578";"110092";2019;"From 80 years or more";54;"17"
"579";"110094";2019;"From 0 to 4 years";2595;"01"
"580";"110094";2019;"From 10 to 14 years";2249;"03"
"581";"110094";2019;"From 15 to 19 years";2535;"04"
"582";"110094";2019;"From 20 to 24 years";2405;"05"
"583";"110094";2019;"From 25 to 29 years";2182;"06"
"584";"110094";2019;"From 30 to 34 years";1975;"07"
"585";"110094";2019;"From 35 to 39 years";2164;"08"
"586";"110094";2019;"From 40 to 44 years";1784;"09"
"587";"110094";2019;"From 45 to 49 years";1447;"10"
"588";"110094";2019;"From 5 to 9 years";2303;"02"
"589";"110094";2019;"From 50 to 54 years";1230;"11"
"590";"110094";2019;"From 55 to 59 years";863;"12"
"591";"110094";2019;"From 60 to 64 years";619;"13"
"592";"110094";2019;"From 65 to 69 years";411;"14"
"593";"110094";2019;"From 70 to 74 years";238;"15"
"594";"110094";2019;"From 75 to 79 years";125;"16"
"595";"110094";2019;"From 80 years or more";90;"17"
"596";"110100";2019;"From 0 to 4 years";601;"01"
"597";"110100";2019;"From 10 to 14 years";544;"03"
"598";"110100";2019;"From 15 to 19 years";617;"04"
"599";"110100";2019;"From 20 to 24 years";629;"05"
"600";"110100";2019;"From 25 to 29 years";628;"06"
"601";"110100";2019;"From 30 to 34 years";589;"07"
"602";"110100";2019;"From 35 to 39 years";610;"08"
"603";"110100";2019;"From 40 to 44 years";589;"09"
"604";"110100";2019;"From 45 to 49 years";537;"10"
"605";"110100";2019;"From 5 to 9 years";550;"02"
"606";"110100";2019;"From 50 to 54 years";500;"11"
"607";"110100";2019;"From 55 to 59 years";409;"12"
"608";"110100";2019;"From 60 to 64 years";312;"13"
"609";"110100";2019;"From 65 to 69 years";252;"14"
"610";"110100";2019;"From 70 to 74 years";178;"15"
"611";"110100";2019;"From 75 to 79 years";114;"16"
"612";"110100";2019;"From 80 years or more";108;"17"
"613";"110110";2019;"From 0 to 4 years";1028;"01"
"614";"110110";2019;"From 10 to 14 years";860;"03"
"615";"110110";2019;"From 15 to 19 years";840;"04"
"616";"110110";2019;"From 20 to 24 years";957;"05"
"617";"110110";2019;"From 25 to 29 years";931;"06"
"618";"110110";2019;"From 30 to 34 years";771;"07"
"619";"110110";2019;"From 35 to 39 years";744;"08"
"620";"110110";2019;"From 40 to 44 years";723;"09"
"621";"110110";2019;"From 45 to 49 years";654;"10"
"622";"110110";2019;"From 5 to 9 years";950;"02"
"623";"110110";2019;"From 50 to 54 years";538;"11"
"624";"110110";2019;"From 55 to 59 years";467;"12"
"625";"110110";2019;"From 60 to 64 years";371;"13"
"626";"110110";2019;"From 65 to 69 years";260;"14"
"627";"110110";2019;"From 70 to 74 years";169;"15"
"628";"110110";2019;"From 75 to 79 years";111;"16"
"629";"110110";2019;"From 80 years or more";84;"17"
"630";"110120";2019;"From 0 to 4 years";793;"01"
"631";"110120";2019;"From 10 to 14 years";765;"03"
"632";"110120";2019;"From 15 to 19 years";782;"04"
"633";"110120";2019;"From 20 to 24 years";797;"05"
"634";"110120";2019;"From 25 to 29 years";838;"06"
"635";"110120";2019;"From 30 to 34 years";786;"07"
"636";"110120";2019;"From 35 to 39 years";674;"08"
"637";"110120";2019;"From 40 to 44 years";662;"09"
"638";"110120";2019;"From 45 to 49 years";682;"10"
"639";"110120";2019;"From 5 to 9 years";774;"02"
"640";"110120";2019;"From 50 to 54 years";583;"11"
"641";"110120";2019;"From 55 to 59 years";432;"12"
"642";"110120";2019;"From 60 to 64 years";356;"13"
"643";"110120";2019;"From 65 to 69 years";283;"14"
"644";"110120";2019;"From 70 to 74 years";189;"15"
"645";"110120";2019;"From 75 to 79 years";134;"16"
"646";"110120";2019;"From 80 years or more";130;"17"
"647";"110130";2019;"From 0 to 4 years";835;"01"
"648";"110130";2019;"From 10 to 14 years";789;"03"
"649";"110130";2019;"From 15 to 19 years";934;"04"
"650";"110130";2019;"From 20 to 24 years";937;"05"
"651";"110130";2019;"From 25 to 29 years";913;"06"
"652";"110130";2019;"From 30 to 34 years";818;"07"
"653";"110130";2019;"From 35 to 39 years";838;"08"
"654";"110130";2019;"From 40 to 44 years";791;"09"
"655";"110130";2019;"From 45 to 49 years";709;"10"
"656";"110130";2019;"From 5 to 9 years";779;"02"
"657";"110130";2019;"From 50 to 54 years";594;"11"
"658";"110130";2019;"From 55 to 59 years";537;"12"
"659";"110130";2019;"From 60 to 64 years";470;"13"
"660";"110130";2019;"From 65 to 69 years";369;"14"
"661";"110130";2019;"From 70 to 74 years";244;"15"
"662";"110130";2019;"From 75 to 79 years";181;"16"
"663";"110130";2019;"From 80 years or more";209;"17"
"664";"110140";2019;"From 0 to 4 years";1356;"01"
"665";"110140";2019;"From 10 to 14 years";1223;"03"
"666";"110140";2019;"From 15 to 19 years";1395;"04"
"667";"110140";2019;"From 20 to 24 years";1420;"05"
"668";"110140";2019;"From 25 to 29 years";1266;"06"
"669";"110140";2019;"From 30 to 34 years";1133;"07"
"670";"110140";2019;"From 35 to 39 years";1241;"08"
"671";"110140";2019;"From 40 to 44 years";1150;"09"
"672";"110140";2019;"From 45 to 49 years";1012;"10"
"673";"110140";2019;"From 5 to 9 years";1257;"02"
"674";"110140";2019;"From 50 to 54 years";889;"11"
"675";"110140";2019;"From 55 to 59 years";731;"12"
"676";"110140";2019;"From 60 to 64 years";587;"13"
"677";"110140";2019;"From 65 to 69 years";470;"14"
"678";"110140";2019;"From 70 to 74 years";313;"15"
"679";"110140";2019;"From 75 to 79 years";219;"16"
"680";"110140";2019;"From 80 years or more";190;"17"
"681";"110143";2019;"From 0 to 4 years";531;"01"
"682";"110143";2019;"From 10 to 14 years";533;"03"
"683";"110143";2019;"From 15 to 19 years";561;"04"
"684";"110143";2019;"From 20 to 24 years";607;"05"
"685";"110143";2019;"From 25 to 29 years";618;"06"
"686";"110143";2019;"From 30 to 34 years";491;"07"
"687";"110143";2019;"From 35 to 39 years";521;"08"
"688";"110143";2019;"From 40 to 44 years";533;"09"
"689";"110143";2019;"From 45 to 49 years";504;"10"
"690";"110143";2019;"From 5 to 9 years";520;"02"
"691";"110143";2019;"From 50 to 54 years";422;"11"
"692";"110143";2019;"From 55 to 59 years";363;"12"
"693";"110143";2019;"From 60 to 64 years";271;"13"
"694";"110143";2019;"From 65 to 69 years";201;"14"
"695";"110143";2019;"From 70 to 74 years";126;"15"
"696";"110143";2019;"From 75 to 79 years";90;"16"
"697";"110143";2019;"From 80 years or more";78;"17"
"698";"110145";2019;"From 0 to 4 years";532;"01"
"699";"110145";2019;"From 10 to 14 years";503;"03"
"700";"110145";2019;"From 15 to 19 years";500;"04"
"701";"110145";2019;"From 20 to 24 years";511;"05"
"702";"110145";2019;"From 25 to 29 years";533;"06"
"703";"110145";2019;"From 30 to 34 years";520;"07"
"704";"110145";2019;"From 35 to 39 years";504;"08"
"705";"110145";2019;"From 40 to 44 years";394;"09"
"706";"110145";2019;"From 45 to 49 years";375;"10"
"707";"110145";2019;"From 5 to 9 years";503;"02"
"708";"110145";2019;"From 50 to 54 years";367;"11"
"709";"110145";2019;"From 55 to 59 years";295;"12"
"710";"110145";2019;"From 60 to 64 years";196;"13"
"711";"110145";2019;"From 65 to 69 years";139;"14"
"712";"110145";2019;"From 70 to 74 years";99;"15"
"713";"110145";2019;"From 75 to 79 years";54;"16"
"714";"110145";2019;"From 80 years or more";49;"17"
"715";"110146";2019;"From 0 to 4 years";219;"01"
"716";"110146";2019;"From 10 to 14 years";166;"03"
"717";"110146";2019;"From 15 to 19 years";174;"04"
"718";"110146";2019;"From 20 to 24 years";181;"05"
"719";"110146";2019;"From 25 to 29 years";163;"06"
"720";"110146";2019;"From 30 to 34 years";166;"07"
"721";"110146";2019;"From 35 to 39 years";157;"08"
"722";"110146";2019;"From 40 to 44 years";159;"09"
"723";"110146";2019;"From 45 to 49 years";154;"10"
"724";"110146";2019;"From 5 to 9 years";185;"02"
"725";"110146";2019;"From 50 to 54 years";128;"11"
"726";"110146";2019;"From 55 to 59 years";108;"12"
"727";"110146";2019;"From 60 to 64 years";86;"13"
"728";"110146";2019;"From 65 to 69 years";50;"14"
"729";"110146";2019;"From 70 to 74 years";35;"15"
"730";"110146";2019;"From 75 to 79 years";22;"16"
"731";"110146";2019;"From 80 years or more";16;"17"
"732";"110147";2019;"From 0 to 4 years";197;"01"
"733";"110147";2019;"From 10 to 14 years";181;"03"
"734";"110147";2019;"From 15 to 19 years";221;"04"
"735";"110147";2019;"From 20 to 24 years";248;"05"
"736";"110147";2019;"From 25 to 29 years";215;"06"
"737";"110147";2019;"From 30 to 34 years";199;"07"
"738";"110147";2019;"From 35 to 39 years";219;"08"
"739";"110147";2019;"From 40 to 44 years";218;"09"
"740";"110147";2019;"From 45 to 49 years";197;"10"
"741";"110147";2019;"From 5 to 9 years";190;"02"
"742";"110147";2019;"From 50 to 54 years";203;"11"
"743";"110147";2019;"From 55 to 59 years";173;"12"
"744";"110147";2019;"From 60 to 64 years";120;"13"
"745";"110147";2019;"From 65 to 69 years";108;"14"
"746";"110147";2019;"From 70 to 74 years";69;"15"
"747";"110147";2019;"From 75 to 79 years";49;"16"
"748";"110147";2019;"From 80 years or more";49;"17"
"749";"110148";2019;"From 0 to 4 years";348;"01"
"750";"110148";2019;"From 10 to 14 years";323;"03"
"751";"110148";2019;"From 15 to 19 years";351;"04"
"752";"110148";2019;"From 20 to 24 years";390;"05"
"753";"110148";2019;"From 25 to 29 years";402;"06"
"754";"110148";2019;"From 30 to 34 years";379;"07"
"755";"110148";2019;"From 35 to 39 years";422;"08"
"756";"110148";2019;"From 40 to 44 years";411;"09"
"757";"110148";2019;"From 45 to 49 years";362;"10"
"758";"110148";2019;"From 5 to 9 years";333;"02"
"759";"110148";2019;"From 50 to 54 years";349;"11"
"760";"110148";2019;"From 55 to 59 years";303;"12"
"761";"110148";2019;"From 60 to 64 years";247;"13"
"762";"110148";2019;"From 65 to 69 years";210;"14"
"763";"110148";2019;"From 70 to 74 years";148;"15"
"764";"110148";2019;"From 75 to 79 years";100;"16"
"765";"110148";2019;"From 80 years or more";94;"17"
"766";"110149";2019;"From 0 to 4 years";1851;"01"
"767";"110149";2019;"From 10 to 14 years";1638;"03"
"768";"110149";2019;"From 15 to 19 years";1799;"04"
"769";"110149";2019;"From 20 to 24 years";1866;"05"
"770";"110149";2019;"From 25 to 29 years";1757;"06"
"771";"110149";2019;"From 30 to 34 years";1558;"07"
"772";"110149";2019;"From 35 to 39 years";1482;"08"
"773";"110149";2019;"From 40 to 44 years";1437;"09"
"774";"110149";2019;"From 45 to 49 years";1280;"10"
"775";"110149";2019;"From 5 to 9 years";1681;"02"
"776";"110149";2019;"From 50 to 54 years";1063;"11"
"777";"110149";2019;"From 55 to 59 years";841;"12"
"778";"110149";2019;"From 60 to 64 years";628;"13"
"779";"110149";2019;"From 65 to 69 years";548;"14"
"780";"110149";2019;"From 70 to 74 years";411;"15"
"781";"110149";2019;"From 75 to 79 years";228;"16"
"782";"110149";2019;"From 80 years or more";198;"17"
"783";"110150";2019;"From 0 to 4 years";933;"01"
"784";"110150";2019;"From 10 to 14 years";871;"03"
"785";"110150";2019;"From 15 to 19 years";1054;"04"
"786";"110150";2019;"From 20 to 24 years";1058;"05"
"787";"110150";2019;"From 25 to 29 years";1036;"06"
"788";"110150";2019;"From 30 to 34 years";909;"07"
"789";"110150";2019;"From 35 to 39 years";885;"08"
"790";"110150";2019;"From 40 to 44 years";859;"09"
"791";"110150";2019;"From 45 to 49 years";830;"10"
"792";"110150";2019;"From 5 to 9 years";858;"02"
"793";"110150";2019;"From 50 to 54 years";721;"11"
"794";"110150";2019;"From 55 to 59 years";551;"12"
"795";"110150";2019;"From 60 to 64 years";421;"13"
"796";"110150";2019;"From 65 to 69 years";357;"14"
"797";"110150";2019;"From 70 to 74 years";215;"15"
"798";"110150";2019;"From 75 to 79 years";151;"16"
"799";"110150";2019;"From 80 years or more";147;"17"
"800";"110155";2019;"From 0 to 4 years";289;"01"
"801";"110155";2019;"From 10 to 14 years";293;"03"
"802";"110155";2019;"From 15 to 19 years";314;"04"
"803";"110155";2019;"From 20 to 24 years";345;"05"
"804";"110155";2019;"From 25 to 29 years";338;"06"
"805";"110155";2019;"From 30 to 34 years";320;"07"
"806";"110155";2019;"From 35 to 39 years";334;"08"
"807";"110155";2019;"From 40 to 44 years";312;"09"
"808";"110155";2019;"From 45 to 49 years";295;"10"
"809";"110155";2019;"From 5 to 9 years";290;"02"
"810";"110155";2019;"From 50 to 54 years";302;"11"
"811";"110155";2019;"From 55 to 59 years";268;"12"
"812";"110155";2019;"From 60 to 64 years";170;"13"
"813";"110155";2019;"From 65 to 69 years";138;"14"
"814";"110155";2019;"From 70 to 74 years";125;"15"
"815";"110155";2019;"From 75 to 79 years";81;"16"
"816";"110155";2019;"From 80 years or more";94;"17"
"817";"110160";2019;"From 0 to 4 years";844;"01"
"818";"110160";2019;"From 10 to 14 years";756;"03"
"819";"110160";2019;"From 15 to 19 years";793;"04"
"820";"110160";2019;"From 20 to 24 years";831;"05"
"821";"110160";2019;"From 25 to 29 years";810;"06"
"822";"110160";2019;"From 30 to 34 years";733;"07"
"823";"110160";2019;"From 35 to 39 years";853;"08"
"824";"110160";2019;"From 40 to 44 years";831;"09"
"825";"110160";2019;"From 45 to 49 years";718;"10"
"826";"110160";2019;"From 5 to 9 years";792;"02"
"827";"110160";2019;"From 50 to 54 years";593;"11"
"828";"110160";2019;"From 55 to 59 years";546;"12"
"829";"110160";2019;"From 60 to 64 years";405;"13"
"830";"110160";2019;"From 65 to 69 years";368;"14"
"831";"110160";2019;"From 70 to 74 years";257;"15"
"832";"110160";2019;"From 75 to 79 years";159;"16"
"833";"110160";2019;"From 80 years or more";155;"17"
"834";"110170";2019;"From 0 to 4 years";846;"01"
"835";"110170";2019;"From 10 to 14 years";815;"03"
"836";"110170";2019;"From 15 to 19 years";870;"04"
"837";"110170";2019;"From 20 to 24 years";886;"05"
"838";"110170";2019;"From 25 to 29 years";935;"06"
"839";"110170";2019;"From 30 to 34 years";941;"07"
"840";"110170";2019;"From 35 to 39 years";926;"08"
"841";"110170";2019;"From 40 to 44 years";846;"09"
"842";"110170";2019;"From 45 to 49 years";761;"10"
"843";"110170";2019;"From 5 to 9 years";799;"02"
"844";"110170";2019;"From 50 to 54 years";680;"11"
"845";"110170";2019;"From 55 to 59 years";636;"12"
"846";"110170";2019;"From 60 to 64 years";504;"13"
"847";"110170";2019;"From 65 to 69 years";435;"14"
"848";"110170";2019;"From 70 to 74 years";269;"15"
"849";"110170";2019;"From 75 to 79 years";166;"16"
"850";"110170";2019;"From 80 years or more";152;"17"
"851";"110175";2019;"From 0 to 4 years";970;"01"
"852";"110175";2019;"From 10 to 14 years";811;"03"
"853";"110175";2019;"From 15 to 19 years";891;"04"
"854";"110175";2019;"From 20 to 24 years";921;"05"
"855";"110175";2019;"From 25 to 29 years";901;"06"
"856";"110175";2019;"From 30 to 34 years";820;"07"
"857";"110175";2019;"From 35 to 39 years";893;"08"
"858";"110175";2019;"From 40 to 44 years";848;"09"
"859";"110175";2019;"From 45 to 49 years";743;"10"
"860";"110175";2019;"From 5 to 9 years";863;"02"
"861";"110175";2019;"From 50 to 54 years";676;"11"
"862";"110175";2019;"From 55 to 59 years";560;"12"
